,Unnamed: 0.1,Unnamed: 0,dataset,rse_id,DTier,size_on_tape_[TB],category
29593,42123,42123,/MustarToMuQQ_CIDecay_L10000_M-5000_TuneCP5_13TeV-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v2/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.05051,Run 2 pre-legacy MC
29601,42136,42136,/SeesawTypeIII_SIGMA-SIGMA0WW_M-660_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.05034,Run 2 pre-legacy MC
29627,42172,42172,/BstarToGJ_M-5500_f-0p5_TuneCP5_13TeV-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v2/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.04962,Run 2 pre-legacy MC
29650,42206,42206,/WprimeToTB_plusSM_TToHad_M-2200_mixed_sqrt_13TeV-comphep/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04898,Run 2 pre-legacy MC
29653,42212,42212,/DMV_NNPDF30_Vector_Mphi-10_Mchi-1_gSM-0p25_gDM-1p0_v2_13TeV-powheg/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04889,Run 2 pre-legacy MC
29667,42229,42229,/ttHTobb_M125_13TeV_powheg_pythia8/RunIIFall15DR76-25nsPUfixed30NzshcalRaw_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04876,Run 2 pre-legacy MC
29669,42231,42231,/GluinoGluinoToNeutralinoNeutralinoTo2T2B2S_M-1400_CTau-30000mm_TuneCP2_13TeV-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.04864,Run 2 pre-legacy MC
29677,42242,42242,/gluinoGMSB_M800_ctau3000p0_TuneCP2_13TeV_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.04828,Run 2 pre-legacy MC
29681,42247,42247,/ZToMuMu_NNPDF30_13TeV-powheg_M_400_800/RunIISummer17DRStdmix-NZSFlatPU28to62_92X_upgrade2017_realistic_v10-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04808,Run 2 pre-legacy MC
29697,42263,42263,/WminusH_HToBB_WToLNu_M125_13TeV_powheg_pythia8/RunIIFall15DR76-25nsFlat10to25TSG_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04784,Run 2 pre-legacy MC
29707,42277,42277,/gluinoGMSB_M1600_ctau10000p0_TuneCP2_13TeV_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.0475,Run 2 pre-legacy MC
29717,42290,42290,/ZprimeToTauTau_M-500_TuneCUETP8M1_13TeV-pythia8-tauola/RunIISummer17DRStdmix-NZSFlatPU28to62_92X_upgrade2017_realistic_v10-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04716,Run 2 pre-legacy MC
29733,42308,42308,/ZToEE_NNPDF30_13TeV-powheg_M_400_800/RunIISummer17DRStdmix-NZSFlatPU28to62_92X_upgrade2017_realistic_v10-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04667,Run 2 pre-legacy MC
29736,42311,42311,/QstarToJJ_M_5000_TuneCUETP8M1_13TeV_pythia8/RunIIFall15DR76-25nsFlat10to50ZsecalNzshcalRaw_76X_mcRun2_asymptotic_2016EcalTune_30fb_v1-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04661,Run 2 pre-legacy MC
29739,42315,42315,/QBHToGJ_M-8000GeV_ADD_n6_TuneCP5_13TeV-QBHv3p0_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v2/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.04656,Run 2 pre-legacy MC
29744,42321,42321,/ZToEE_NNPDF30_13TeV-powheg_M_120_200/RunIISummer17DRStdmix-NZSFlatPU28to62_92X_upgrade2017_realistic_v10-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04624,Run 2 pre-legacy MC
29747,42324,42324,/WToTauNu_TauTo3Mu_MadGraph_13TeV/RunIISummer17DRStdmix-NZSFlatPU28to62_92X_upgrade2017_realistic_v10-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04623,Run 2 pre-legacy MC
29749,42327,42327,/ZH_HToBB_ZToNuNu_M125_13TeV_powheg_pythia8/RunIIFall15DR76-25nsFlat10to25TSG_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04616,Run 2 pre-legacy MC
29755,42335,42335,/gluinoGMSB_M1200_ctau10000p0_TuneCP2_13TeV_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.04595,Run 2 pre-legacy MC
29759,42339,42339,/Res1ToRes2QTo3Q_M1-750_R-0p1_TuneCP5_13TeV_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.04578,Run 2 pre-legacy MC
29798,42382,42382,/SeesawTypeIII_SIGMAplusSIGMA0WW_M-460_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04451,Run 2 pre-legacy MC
29826,42416,42416,/ggZH_HToBB_ZToLL_M125_13TeV_powheg_herwigpp/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04361,Run 2 pre-legacy MC
29846,42442,42442,/XXTo4J_M500_CTau30mm_TuneCP2_13TeV_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.04291,Run 2 pre-legacy MC
29848,42445,42445,/WprimeToTB_plusSM_TToLep_M-1000_mixed_sqrt_13TeV-comphep/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04287,Run 2 pre-legacy MC
29852,42451,42451,/XXTo4J_M1000_CTau1000mm_TuneCP2_13TeV_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.04266,Run 2 pre-legacy MC
29869,42475,42475,/GluGluSpin0ToZG_ZToLL_W-0p014_M-2500_TuneCP2_13TeV_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.04221,Run 2 pre-legacy MC
29878,42486,42486,/ggZH_HToBB_ZToNuNu_M125_13TeV_powheg_pythia8_CUETP8M1Up/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04198,Run 2 pre-legacy MC
29884,42497,42497,/WprimeToTB_plusSM_TToLep_M-900_LH_13TeV-comphep/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04172,Run 2 pre-legacy MC
29894,42508,42508,/WprimeToTB_plusSM_TToLep_M-1300_LH_13TeV-comphep/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04154,Run 2 pre-legacy MC
29901,42515,42515,/gluinoGMSB_M1500_ctau30000p0_TuneCP2_13TeV_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.04142,Run 2 pre-legacy MC
29903,42518,42518,/XXTo4J_M500_CTau3mm_TuneCP2_13TeV_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.04136,Run 2 pre-legacy MC
29911,42527,42527,/VBFHToBB_M-125_13TeV_powheg_pythia8_weightfix/RunIIFall15DR76-25nsPUfixed40NzshcalRaw_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04128,Run 2 pre-legacy MC
29919,42538,42538,/XXTo4J_M500_CTau30mm_TuneCP2_13TeV_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.04101,Run 2 pre-legacy MC
29920,42539,42539,/WprimeToTB_plusSM_TToLep_M-1400_mixed_sqrt_13TeV-comphep/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04094,Run 2 pre-legacy MC
29924,42544,42544,/WprimeToTB_plusSM_TToHad_M-2200_LH_TuneCUETP8M1_13TeV-comphep-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.04079,Run 2 pre-legacy MC
29925,42546,42546,/ggXToJPsiJPsi_JPsiToMuMu_M7p3_JPCZeroMinusPlus_TuneCP5_13TeV-pythia8-JHUGen/RunIIFall18GS-rndm_102X_upgrade2018_realistic_v11-v2/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.04078,Run 2 pre-legacy MC
29940,42566,42566,/WprimeToTB_plusSM_TToLep_M-1500_mixed_sqrt_13TeV-comphep/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.0404,Run 2 pre-legacy MC
29947,42573,42573,/ggXToJPsiJPsi_JPsiToMuMu_M7p7_JPCZeroMinusPlus_TuneCP5_13TeV-pythia8-JHUGen/RunIIFall17GS-93X_mc2017_realistic_v3-v2/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.04021,Run 2 pre-legacy MC
29969,42601,42601,/GluGluSpin0ToZG_ZToLL_W-0p014_M-2000_TuneCP2_13TeV_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.03972,Run 2 pre-legacy MC
29979,42612,42612,/GluGluHToWWTo2L2Nu_M125_13TeV_powheg_JHUgen_pythia8/RunIIFall15DR76-25nsPUfixed40NzshcalRaw_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03955,Run 2 pre-legacy MC
29988,42623,42623,/WprimeToTB_plusSM_TToLep_M-2200_mixed_sqrt_13TeV-comphep/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03927,Run 2 pre-legacy MC
29997,42635,42635,/WprimeToTB_plusSM_TToLep_M-3900_mixed_sqrt_13TeV-comphep/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03905,Run 2 pre-legacy MC
29998,42636,42636,/WprimeToTB_plusSM_TToLep_M-3800_LH_TuneCUETP8M1_13TeV-comphep-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03902,Run 2 pre-legacy MC
29999,42637,42637,/WprimeToTB_plusSM_TToLep_M-3200_mixed_sqrt_13TeV-comphep/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.039,Run 2 pre-legacy MC
30007,42646,42646,/QstarToJJ_M_4000_TuneCUETP8M1_13TeV_pythia8/RunIIFall15DR76-25nsFlat10to25TSG_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.0387,Run 2 pre-legacy MC
30008,42647,42647,/WprimeToTB_plusSM_TToLep_M-3600_mixed_sqrt_13TeV-comphep/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03866,Run 2 pre-legacy MC
30016,42657,42657,/WprimeToTB_plusSM_TToLep_M-3800_mixed_sqrt_13TeV-comphep/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03855,Run 2 pre-legacy MC
30024,42667,42667,/QstarToJJ_M_7000_TuneCUETP8M1_13TeV_pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.0384,Run 2 pre-legacy MC
30027,42670,42670,/WprimeToTB_plusSM_TToLep_M-2600_LH_13TeV-comphep/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03831,Run 2 pre-legacy MC
30033,42677,42677,/WprimeToTB_plusSM_TToLep_M-2200_LH_13TeV-comphep/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03826,Run 2 pre-legacy MC
30037,42681,42681,/WprimeToTB_plusSM_TToLep_M-3800_mixed_sqrt_13TeV-comphep/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03822,Run 2 pre-legacy MC
30067,42719,42719,/WprimeToTB_plusSM_TToLep_M-2300_mixed_sqrt_13TeV-comphep/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.0375,Run 2 pre-legacy MC
30077,42730,42730,/WprimeToTB_plusSM_TToLep_M-2000_LH_13TeV-comphep/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03738,Run 2 pre-legacy MC
30091,42744,42744,/VHToGG_M127_13TeV_amcatnloFXFX_madspin_pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03719,Run 2 pre-legacy MC
30097,42751,42751,/ggXToJPsiJPsi_JPsiToMuMu_M6p2_JPCZeroMinusPlus_TuneCP5_13TeV-pythia8-JHUGen/RunIIFall18GS-102X_upgrade2018_realistic_v11-v2/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.0371,Run 2 pre-legacy MC
30108,42764,42764,/XXTo4J_M300_CTau1mm_TuneCP2_13TeV_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.03691,Run 2 pre-legacy MC
30118,42774,42774,/MajoranaNeutrinoToMuMu_M-80_TuneCUETP8M1_13TeV-alpgen_v2/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.0368,Run 2 pre-legacy MC
30127,42788,42788,/ttPhiPS_M-40_2mu_13TeV-madgraph/RunIISummer16DR80-80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03665,Run 2 pre-legacy MC
30128,42789,42789,/MajoranaNeutrinoToMuMu_M-90_TuneCUETP8M1_13TeV-alpgen_v2/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03665,Run 2 pre-legacy MC
30141,42805,42805,/RSGravitonToGluonGluon_kMpl01_M_9000_TuneCUETP8M1_13TeV_pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03644,Run 2 pre-legacy MC
30150,42814,42814,/ggXToJPsiJPsi_JPsiToMuMu_M6p4_Scalar_TuneCP5_13TeV-pythia8-JHUGen/RunIIFall17GS-93X_mc2017_realistic_v3-v2/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.03637,Run 2 pre-legacy MC
30171,42839,42839,/ggXToJPsiJPsi_JPsiToMuMu_M6p3_Scalar_TuneCP5_13TeV-pythia8-JHUGen/RunIIFall17GS-93X_mc2017_realistic_v3-v2/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.03598,Run 2 pre-legacy MC
30173,42842,42842,/ZH_HToBB_ZToNuNu_M125_13TeV_powheg_pythia8_CUETP8M1Down/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03594,Run 2 pre-legacy MC
30176,42846,42846,/SeesawTypeIII_SIGMA-SIGMA0ZZ_M-140_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03589,Run 2 pre-legacy MC
30181,42852,42852,/GluGluSpin0ToZG_ZToLL_W-5p6_M-750_TuneCP2_13TeV_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.03578,Run 2 pre-legacy MC
30189,42861,42861,/ggXToJPsiJPsi_JPsiToMuMu_M6p2_Scalar_TuneCP5_13TeV-pythia8-JHUGen/RunIIFall17GS-93X_mc2017_realistic_v3-v2/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.03562,Run 2 pre-legacy MC
30192,42864,42864,/WprimeToTB_plusSM_TToLep_M-2500_mixed_sqrt_13TeV-comphep/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12_ext1-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03559,Run 2 pre-legacy MC
30201,42874,42874,/TprimeTToTH_M-1200_RH_TuneCUETP8M1_13TeV-madgraph-pythia8/RunIIFall15DR76-25nsFlat10to25TSG_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03537,Run 2 pre-legacy MC
30232,42905,42905,/ZJetsToNuNu_HT-2500ToInf_13TeV-madgraph/RunIIFall18wmLHEGS-102X_upgrade2018_realistic_v11-v1/LHE,T1_DE_KIT_Tape,LHE,0.03511,Run 2 pre-legacy MC
30290,42971,42971,/RSGravToEEMuMu_kMpl-001_M-750_TuneCP2_PSweights_13TeV_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.0341,Run 2 pre-legacy MC
30291,42972,42972,/QstarToJJ_M_2000_TuneCUETP8M1_13TeV_pythia8/RunIIFall15DR76-25nsFlat10to25TSG_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03404,Run 2 pre-legacy MC
30292,42973,42973,/RSGravitonToQuarkQuark_kMpl01_M_8000_TuneCUETP8M1_13TeV_pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03403,Run 2 pre-legacy MC
30307,42994,42994,/MC18_CITo2E_M2000toInf_CP5_Lam10TeVConLLPythia8_v1/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.03354,Run 2 pre-legacy MC
30311,43000,43000,/RSGravToEEMuMu_kMpl-001_M-3000_TuneCP2_13TeV_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.03333,Run 2 pre-legacy MC
30314,43003,43003,/VBFHToBB_M-125_13TeV_powheg_pythia8_weightfix/RunIIFall15DR76-25nsPUfixed30NzshcalRaw_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03328,Run 2 pre-legacy MC
30315,43004,43004,/GluGluSpin0ToZG_ZToLL_W-0p014_M-400_TuneCP2_13TeV_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.03327,Run 2 pre-legacy MC
30318,43007,43007,/GluGluSpin0ToZG_ZToLL_W-5p6_M-250_TuneCP2_13TeV_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.03314,Run 2 pre-legacy MC
30345,43043,43043,/Cosmics/Run2012D-TkAlCosmics0T-22Jan2013-v1/ALCARECO,T1_DE_KIT_Tape,ALCARECO,0.03234,ALCA
30348,43046,43046,/ZPrimeToETau_M_1500_TuneCP5_13TeV_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.03227,Run 2 pre-legacy MC
30354,43053,43053,/ZPrimeToETau_M_3500_TuneCP5_13TeV_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.03209,Run 2 pre-legacy MC
30371,43072,43072,/Cosmics/Run2012D-TkAlCosmics0T-v1/ALCARECO,T1_DE_KIT_Tape,ALCARECO,0.03181,ALCA
30390,43092,43092,/RSGluonToTT_M-3000_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-25nsFlat10to25TSG_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03144,Run 2 pre-legacy MC
30391,43093,43093,/GluGluHToWWTo2L2Nu_M125_13TeV_powheg_JHUgen_pythia8/RunIIFall15DR76-25nsPUfixed30NzshcalRaw_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03144,Run 2 pre-legacy MC
30396,43100,43100,/ZPrimeToETau_M_4500_TuneCP5_13TeV_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.03129,Run 2 pre-legacy MC
30405,43114,43114,/TprimeTToTH_M-1700_RH_TuneCUETP8M1_13TeV-madgraph-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.031,Run 2 pre-legacy MC
30411,43122,43122,/ZPrimeToEMu_M_2600_TuneCP5_13TeV_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.03086,Run 2 pre-legacy MC
30414,43126,43126,/SeesawTypeIII_SIGMAplusSIGMA0WZ_M-540_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03084,Run 2 pre-legacy MC
30417,43129,43129,/HTo2LongLivedTo4mu_MH-200_MFF-50_CTau-200mm_TuneCP5_13TeV_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v2/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.03075,Run 2 pre-legacy MC
30430,43145,43145,/ZPrimeToETau_M_600_TuneCP5_13TeV_pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.03056,Run 2 pre-legacy MC
30431,43146,43146,/GluGluSpin0ToZG_ZToLL_W-0p014_M-200_TuneCP2_13TeV_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.03056,Run 2 pre-legacy MC
30440,43156,43156,/LongLivedChi0ToNuLL_MSquark-1500_MChi-1050_CTau-1mmTo1000mm_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03036,Run 2 pre-legacy MC
30443,43160,43160,/QstarToJJ_M_1000_TuneCUETP8M1_13TeV_pythia8/RunIIFall15DR76-25nsFlat10to25TSG_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.03026,Run 2 pre-legacy MC
30452,43171,43171,/ZPrimeToETau_M_900_TuneCP5_13TeV_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.03007,Run 2 pre-legacy MC
30463,43183,43183,/ZprimeQToMuMu_M12000_M-200To400_NNPDF30NLO_TuneCUETP8M1_Interference_13TeV-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.02991,Run 2 pre-legacy MC
30465,43185,43185,/SeesawTypeIII_SIGMA-SIGMA0HH_M-620_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_DE_KIT_Tape,AODSIM,0.02984,Run 2 pre-legacy MC
30468,43188,43188,/DYToMuMu_M-200To400_NNPDF30NLO_TuneCUETP8M1_13TeV-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.02981,Run 2 pre-legacy MC
30472,43192,43192,/LowEGJet/Run2017F-17Nov2017-v1/AOD,T1_DE_KIT_Tape,AOD,0.02979,Run 2 pre-legacy data
30516,43239,43239,/PythiaChargedResonance_WGToLNuG_M2800_width0p01/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.02916,Run 2 pre-legacy MC
30524,43250,43250,/ggXToYY_YToMuMu_M22p5_Scalar_TuneCP5_13TeV-pythia8-JHUGen/RunIIFall17GS-93X_mc2017_realistic_v3-v2/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.02897,Run 2 pre-legacy MC
30528,43256,43256,/ZPrimeToMuTau_M_2800_TuneCP5_13TeV_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.02886,Run 2 pre-legacy MC
30531,43261,43261,/ggXToYY_YToMuMu_M19p5_Scalar_TuneCP5_13TeV-pythia8-JHUGen/RunIIFall17GS-93X_mc2017_realistic_v3-v2/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.02877,Run 2 pre-legacy MC
30534,43265,43265,/XXTo4J_M100_CTau10mm_TuneCP2_13TeV_pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.02873,Run 2 pre-legacy MC
30537,43268,43268,/ggXToYY_YToMuMu_M20p5_Scalar_TuneCP5_13TeV-pythia8-JHUGen/RunIIFall17GS-93X_mc2017_realistic_v3-v2/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.02869,Run 2 pre-legacy MC
30546,43282,43282,/ggXToYY_YToMuMu_M19p9_Scalar_TuneCP5_13TeV-pythia8-JHUGen/RunIIFall17GS-93X_mc2017_realistic_v3-v2/GEN-SIM,T1_DE_KIT_Tape,GEN-SIM,0.02852,Run 2 pre-legacy MC
