,Unnamed: 0.1,Unnamed: 0,dataset,rse_id,DTier,size_on_tape_[TB],category
109905,157177,157177,/WprimeToWZToLNQQ_M-3000_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00873,Run 2 pre-legacy MC
109906,157178,157178,/BBbarDMJets_scalar_Mchi-1_Mphi-200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00873,Run 2 pre-legacy MC
109908,157180,157180,/RPVresonantToEMu_M-5500_LLE_LQD-001_TuneCP5_13TeV-calchep-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00873,Run 2 pre-legacy MC
109909,157182,157182,/RPVresonantToETau_M-5000_LLE_LQD-05_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00873,Run 2 pre-legacy MC
109911,157186,157186,/RPVresonantToETau_M-5500_LLE_LQD-05_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00872,Run 2 pre-legacy MC
109920,157199,157199,/RPVresonantToEMu_M-2500_LLE_LQD-001_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.0087,Run 2 pre-legacy MC
109922,157204,157204,/RPVresonantToEMu_M-1800_LLE_LQD-001_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.0087,Run 2 pre-legacy MC
109923,157205,157205,/RPVresonantToETau_M-600_LLE_LQD-001_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.0087,Run 2 pre-legacy MC
109924,157206,157206,/RPVresonantToMuTau_M-4000_LLE_LQD-02_TuneCP5_13TeV-calchep-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.0087,Run 2 pre-legacy MC
109925,157207,157207,/WprimeToWZToLNQQ_M-2500_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.0087,Run 2 pre-legacy MC
109926,157208,157208,/GluGluSpin0ToGG_W-5p6_M-750_TuneCUEP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_0T_magnetOffBS0T_76X_mcRun2_0T_v1-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00869,Run 2 pre-legacy MC
109933,157215,157215,/RSGravToGG_kMpl-001_M-2750_TuneCUEP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_0T_magnetOffBS0T_76X_mcRun2_0T_v1-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00869,Run 2 pre-legacy MC
109935,157219,157219,/DarkMatter_MonoPhoton_AV_Mx-150_Mv-500_gDMgQ1_LO_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00868,Run 2 pre-legacy MC
109939,157225,157225,/RPVresonantToETau_M-6000_LLE_LQD-05_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00867,Run 2 pre-legacy MC
109943,157231,157231,/RPVresonantToEMu_M-5000_LLE_LQD-05_TuneCP5_13TeV-calchep-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00867,Run 2 pre-legacy MC
109944,157232,157232,/DarkMatter_MonoPhoton_AV_Mx-150_Mv-200_gDMgQ1_LO_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00867,Run 2 pre-legacy MC
109947,157235,157235,/RPVresonantToEMu_M-5500_LLE_LQD-05_TuneCP5_13TeV-calchep-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00867,Run 2 pre-legacy MC
109948,157236,157236,/RPVresonantToMuTau_M-4000_LLE_LQD-05_TuneCP5_13TeV-calchep-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00866,Run 2 pre-legacy MC
109949,157238,157238,/BulkGravToZZToZhadZhad_narrow_M-3500_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00866,Run 2 pre-legacy MC
109951,157241,157241,/RPVresonantToEMu_M-1400_LLE_LQD-001_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00866,Run 2 pre-legacy MC
109952,157242,157242,/RPVresonantToEMu_M-6000_LLE_LQD-05_TuneCP5_13TeV-calchep-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00866,Run 2 pre-legacy MC
109956,157248,157248,/Unpart_ZToLL_SU-0_dU-1p80_LU-15_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00864,Run 2 pre-legacy MC
109959,157251,157251,/DarkMatter_MonoPhoton_V_Mx-1000_Mv-1000_gDMgQ1_LO_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00863,Run 2 pre-legacy MC
109965,157258,157258,/RPVresonantToEMu_M-3000_LLE_LQD-001_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00862,Run 2 pre-legacy MC
109966,157262,157262,/RPVresonantToEMu_M-6000_LLE_LQD-02_TuneCP5_13TeV-calchep-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00862,Run 2 pre-legacy MC
109967,157264,157264,/BBbarDMJets_pseudoscalar_Mchi-50_Mphi-10_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00861,Run 2 pre-legacy MC
109968,157265,157265,/RPVresonantToETau_M-6500_LLE_LQD-02_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00861,Run 2 pre-legacy MC
109973,157272,157272,/RPVresonantToEMu_M-3500_LLE_LQD-01_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.0086,Run 2 pre-legacy MC
109974,157273,157273,/WprimeToWZToLLQQ_M-1600_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.0086,Run 2 pre-legacy MC
109979,157278,157278,/DarkMatter_MonoPhoton_V_Mx-50_Mv-300_gDMgQ1_LO_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.0086,Run 2 pre-legacy MC
109982,157281,157281,/DarkMatter_MonoPhoton_AV_Mx-1_Mv-300_gDMgQ1_LO_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00859,Run 2 pre-legacy MC
109983,157282,157282,/GluGlu_HToInvisible_M600_13TeV_powheg_pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00859,Run 2 pre-legacy MC
109984,157283,157283,/WprimeToWZToLNQQ_M-1600_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00859,Run 2 pre-legacy MC
109988,157287,157287,/DarkMatter_MonoPhoton_V_Mx-1_Mv-300_gDMgQ1_LO_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00859,Run 2 pre-legacy MC
109990,157289,157289,/RPVresonantToEMu_M-500_LLE_LQD-001_TuneCP5_13TeV-calchep-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00858,Run 2 pre-legacy MC
109991,157290,157290,/RPVresonantToMuTau_M-5500_LLE_LQD-02_TuneCP5_13TeV-calchep-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00858,Run 2 pre-legacy MC
109993,157292,157292,/RPVresonantToEMu_M-3500_LLE_LQD-001_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00858,Run 2 pre-legacy MC
109995,157295,157295,/RPVresonantToEMu_M-1200_LLE_LQD-001_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00858,Run 2 pre-legacy MC
109996,157296,157296,/RPVresonantToMuTau_M-5500_LLE_LQD-05_TuneCP5_13TeV-calchep-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00857,Run 2 pre-legacy MC
109998,157299,157299,/RPVresonantToMuTau_M-1800_LLE_LQD-001_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00857,Run 2 pre-legacy MC
110001,157303,157303,/WprimeToWZToLLQQ_M-2000_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00857,Run 2 pre-legacy MC
110003,157307,157307,/WprimeToWZToLLQQ_M-800_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00856,Run 2 pre-legacy MC
110004,157308,157308,/RPVresonantToETau_M-300_LLE_LQD-001_TuneCP5_13TeV-calchep-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00856,Run 2 pre-legacy MC
110007,157318,157318,/DarkMatter_MonoPhoton_V_Mx-150_Mv-500_gDMgQ1_LO_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00853,Run 2 pre-legacy MC
110008,157319,157319,/RPVresonantToEMu_M-4000_LLE_LQD-01_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00853,Run 2 pre-legacy MC
110009,157320,157320,/WprimeToWZToLLQQ_M-3500_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00853,Run 2 pre-legacy MC
110010,157322,157322,/RPVresonantToMuTau_M-1600_LLE_LQD-001_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00853,Run 2 pre-legacy MC
110011,157323,157323,/DarkMatter_MonoPhoton_V_Mx-50_Mv-95_gDMgQ1_LO_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00853,Run 2 pre-legacy MC
110012,157324,157324,/BBbarDMJets_scalar_Mchi-50_Mphi-10_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00853,Run 2 pre-legacy MC
110013,157325,157325,/DarkMatter_MonoPhoton_V_Mx-10_Mv-10_gDMgQ1_LO_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00853,Run 2 pre-legacy MC
110014,157326,157326,/RPVresonantToMuTau_M-600_LLE_LQD-001_TuneCP5_13TeV-calchep-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00853,Run 2 pre-legacy MC
110016,157329,157329,/RSGravToGG_kMpl-001_M-3500_TuneCUEP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_0T_magnetOffBS0T_76X_mcRun2_0T_v1-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00852,Run 2 pre-legacy MC
110018,157331,157331,/DarkMatter_MonoPhoton_V_Mx-1_Mv-100_gDMgQ1_LO_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00852,Run 2 pre-legacy MC
110021,157335,157335,/DarkMatter_MonoPhoton_V_Mx-10_Mv-50_gDMgQ1_LO_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00851,Run 2 pre-legacy MC
110023,157338,157338,/WprimeToWZToLNQQ_M-4000_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.0085,Run 2 pre-legacy MC
110024,157339,157339,/WprimeToWZToLNQQ_M-1200_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.0085,Run 2 pre-legacy MC
110026,157343,157343,/DarkMatter_MonoPhoton_AV_Mx-1_Mv-100_gDMgQ1_LO_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.0085,Run 2 pre-legacy MC
110027,157344,157344,/ADDmonoPhoton_MD-2_d-3_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.0085,Run 2 pre-legacy MC
110028,157346,157346,/BulkGravToZZToZlepZhad_narrow_M-550_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00849,Run 2 pre-legacy MC
110029,157347,157347,/BBbarDMJets_pseudoscalar_Mchi-50_Mphi-95_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00849,Run 2 pre-legacy MC
110030,157348,157348,/ZprimeQToMuMu_M7500_M-800To1400_NNPDF30NLO_TuneCUETP8M1_Interference_13TeV-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00849,Run 2 pre-legacy MC
110032,157351,157351,/BulkGravToZZToZhadZhad_narrow_M-2500_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v2/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00849,Run 2 pre-legacy MC
110033,157353,157353,/RPVresonantToMuTau_M-3000_LLE_LQD-01_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00849,Run 2 pre-legacy MC
110042,157366,157366,/VBF_HToInvisible_M200_13TeV_powheg_pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v2/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00846,Run 2 pre-legacy MC
110043,157368,157368,/RPVresonantToMuTau_M-6500_LLE_LQD-02_TuneCP5_13TeV-calchep-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00846,Run 2 pre-legacy MC
110048,157378,157378,/BBbarDMJets_scalar_Mchi-50_Mphi-95_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00844,Run 2 pre-legacy MC
110050,157380,157380,/RPVresonantToETau_M-400_LLE_LQD-001_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00843,Run 2 pre-legacy MC
110053,157384,157384,/VBF_HToInvisible_M300_13TeV_powheg_pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00842,Run 2 pre-legacy MC
110055,157387,157387,/RPVresonantToEMu_M-4000_LLE_LQD-05_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00842,Run 2 pre-legacy MC
110068,157401,157401,/RPVresonantToMuTau_M-4000_LLE_LQD-02_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00839,Run 2 pre-legacy MC
110069,157402,157402,/BulkGravToWW_narrow_M-3000_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00839,Run 2 pre-legacy MC
110070,157403,157403,/DarkMatter_MonoPhoton_V_Mx-1_Mv-50_gDMgQ1_LO_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00839,Run 2 pre-legacy MC
110075,157413,157413,/RPVresonantToMuTau_M-800_LLE_LQD-001_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00837,Run 2 pre-legacy MC
110078,157419,157419,/DarkMatter_MonoPhoton_V_Mx-1_Mv-20_gDMgQ1_LO_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00836,Run 2 pre-legacy MC
110081,157423,157423,/RPVresonantToEMu_M-4500_LLE_LQD-05_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00836,Run 2 pre-legacy MC
110082,157424,157424,/DarkMatter_MonoPhoton_AV_Mx-1_Mv-20_gDMgQ1_LO_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00836,Run 2 pre-legacy MC
110084,157427,157427,/RPVresonantToMuTau_M-4000_LLE_LQD-01_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00835,Run 2 pre-legacy MC
110090,157434,157434,/WprimeToWZToLLQQ_M-600_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00834,Run 2 pre-legacy MC
110093,157438,157438,/ADDmonoPhoton_MD-2_d-4_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00834,Run 2 pre-legacy MC
110094,157439,157439,/ADDmonoPhoton_MD-2_d-6_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00833,Run 2 pre-legacy MC
110096,157441,157441,/RPVresonantToMuTau_M-4000_LLE_LQD-05_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00833,Run 2 pre-legacy MC
110097,157445,157445,/ADDmonoPhoton_MD-1_d-6_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00833,Run 2 pre-legacy MC
110101,157449,157449,/DMS_NNPDF30_Scalar_Mphi-2000_Mchi-1_gSM-1p0_gDM-1p0_13TeV-powheg/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00832,Run 2 pre-legacy MC
110104,157453,157453,/BBbarDMJets_scalar_Mchi-10_Mphi-100_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00832,Run 2 pre-legacy MC
110105,157454,157454,/RPVresonantToEMu_M-300_LLE_LQD-001_TuneCP5_13TeV-calchep-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00831,Run 2 pre-legacy MC
110110,157460,157460,/ADDmonoPhoton_MD-3_d-5_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.0083,Run 2 pre-legacy MC
110116,157470,157470,/ADDmonoPhoton_MD-3_d-4_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00828,Run 2 pre-legacy MC
110117,157472,157472,/BBbarDMJets_pseudoscalar_Mchi-50_Mphi-200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00828,Run 2 pre-legacy MC
110119,157474,157474,/BBbarDMJets_pseudoscalar_Mchi-50_Mphi-50_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00828,Run 2 pre-legacy MC
110121,157477,157477,/BulkGravToZZToZhadZhad_narrow_M-1800_13TeV-madgraph/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00827,Run 2 pre-legacy MC
110122,157478,157478,/BBbarDMJets_pseudoscalar_Mchi-10_Mphi-100_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00827,Run 2 pre-legacy MC
110125,157481,157481,/RPVresonantToEMu_M-6500_LLE_LQD-02_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00827,Run 2 pre-legacy MC
110126,157482,157482,/RPVresonantToMuTau_M-300_LLE_LQD-001_TuneCP5_13TeV-calchep-pythia8/RunIIFall18GS-102X_upgrade2018_realistic_v11-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00827,Run 2 pre-legacy MC
110128,157485,157485,/RPVresonantToEMu_M-6000_LLE_LQD-02_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00826,Run 2 pre-legacy MC
110131,157490,157490,/ADDmonoPhoton_MD-2_d-8_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v2/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00825,Run 2 pre-legacy MC
110133,157493,157493,/ADDmonoPhoton_MD-3_d-8_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00825,Run 2 pre-legacy MC
110134,157495,157495,/RPVresonantToEMu_M-5500_LLE_LQD-02_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00825,Run 2 pre-legacy MC
110135,157496,157496,/RPVresonantToETau_M-300_LLE_LQD-001_TuneCP5_13TeV-calchep-pythia8/RunIIFall17GS-93X_mc2017_realistic_v3-v1/GEN-SIM,T1_US_FNAL_Tape,GEN-SIM,0.00824,Run 2 pre-legacy MC
110137,157500,157500,/ADDmonoPhoton_MD-1_d-8_TuneCUETP8M1_13TeV-pythia8/RunIIFall15DR76-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/AODSIM,T1_US_FNAL_Tape,AODSIM,0.00824,Run 2 pre-legacy MC
