,dataset,RSE Name,dataset_size_in_rse_tb,last_access_time_of_dataset_in_rse,last_access_time_of_dataset_in_rse.1,#_files_of_dataset_in_rse,#_accessed_files_of_dataset_in_rse,unique_accounts,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,category
2082,/SinglePhoton/Run2016B-HcalCalGammaJet-21Feb2020_UL2016_HIPM-v2/ALCARECO,T1_IT_CNAF_Disk,2.48443,5/9/20,1589033984000,536,536,['sync_t1_it_cnaf_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2083,/HAHMHToAA_To2B2G_MA-40GeV_TuneCP5_14TeV-madgraph_pythia8/Run3Summer21MiniAOD-120X_mcRun3_2021_realistic_v5-v3/MINIAODSIM,T1_US_FNAL_Disk,2.59699,1/1/70,0,700,700,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
2089,/TTToSemileptonic_hdampUP_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-FSUL18_106X_upgrade2018_realistic_v16_L1v1-v2/MINIAODSIM,T2_UK_London_Brunel,2.44349,1/1/70,0,697,697,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2090,/DY4JetsToLL_M-50_TuneZ2Star_8TeV-madgraph/Summer12_DR53X-PU_S10_START53_V7A-v1/AODSIM,T2_DE_DESY,2.42735,3/3/20,1583253190000,628,628,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2091,/TTJets_FullLeptMGDecays_TuneP11_8TeV-madgraph-tauola/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,2.27948,1/1/70,0,693,693,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2094,/NoBPTX/Commissioning2022-PromptReco-v1/AOD,T1_US_FNAL_Disk,4.74439,1/1/70,0,2474,2474,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
2099,/DoubleMuon/Run2016H-21Feb2020_UL2016-v1/MINIAOD,T1_US_FNAL_Disk,1.38671,8/12/21,1628735291000,482,482,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2101,/MuOnia/Run2017F-UL2017_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,1.57673,7/27/21,1627396532000,430,430,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2103,/EGamma/Run2018D-12Nov2019_UL2018-v8/AOD,T2_US_Caltech,21.53956,8/20/21,1629427942000,2439,2439,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2114,/WJetsToLNu_2J_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v1/MINIAODSIM,T1_US_FNAL_Disk,2.26874,8/1/21,1627781707000,609,609,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2115,/BdToJpsiKstar_BMuonFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v1/MINIAODSIM,T1_US_FNAL_Disk,1.50082,8/29/21,1630201811000,494,494,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2116,/WminusToMuNu_CT10_8TeV-powheg-pythia6/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,8.54817,1/1/70,0,2516,2516,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2117,/JetHT/Run2018D-12Nov2019_UL2018-v3/DQMIO,T1_US_FNAL_Disk,2.45717,1/1/70,0,1223,1223,['sync_t1_us_fnal_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2118,/MinimumBias/Commissioning10-May19ReReco-v1/RECO,T3_CH_CERN_OpenData,5.52572,1/1/70,0,1452,1452,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
2119,/ZeroBias8/Commissioning2022-v1/RAW,T1_US_FNAL_Disk,1.2056,1/1/70,0,338,338,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
2135,/DYJetsToLL_Pt-50To100_MatchEWPDG20_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL16MiniAODAPV-106X_mcRun2_asymptotic_preVFP_v8-v1/MINIAODSIM,T2_US_Wisconsin,1.18199,1/1/70,0,384,384,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2136,/QCD_Pt-170To300_MuEnrichedPt5_TuneCP5_13TeV-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v2/MINIAODSIM,T1_US_FNAL_Disk,3.89957,1/1/70,0,1297,1297,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2137,/TBZ_8TeV-Madspin_aMCatNLO-herwig/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,1.14898,1/1/70,0,341,341,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2138,/JetHT/Run2018D-HcalCalIsoTrkFilter-12Nov2019_UL2018_rsb-v1/ALCARECO,T2_UK_London_IC,2.42309,6/27/20,1593228294000,756,756,['sync_t2_uk_london_ic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2139,/QCD_Pt-80to120_EMEnriched_TuneCP5_14TeV_pythia8/Run3Summer21MiniAOD-FlatPU0to70IDEALGT_120X_mcRun3_2021_realistic_v5-v2/MINIAODSIM,T1_US_FNAL_Disk,1.17101,1/1/70,0,292,292,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
2140,/ZJetsToNuNu_HT-200To400_13TeV-madgraph/RunIISummer16DR80Premix-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/AODSIM,T2_DE_DESY,1.64572,2/5/21,1612516591000,480,480,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
2146,/Charmonium/Run2018C-UL2018_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,1.3107,8/13/21,1628853414000,425,425,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2147,/EGamma/Run2018D-12Nov2019_UL2018-v8/AOD,T2_HU_Budapest,14.33669,8/20/21,1629455601000,1264,1264,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2148,/JetHT/Run2017C-HcalCalIsoTrkFilter-25Jul2019_UL2017-v2/ALCARECO,T2_UK_SGrid_RALPP,2.41571,1/1/70,0,797,797,['sync_t2_uk_sgrid_ralpp'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2149,/DoublePion_E-50/Run3Summer19DRPremix-2023ScenarioRECO_106X_mcRun3_2023_realistic_v3-v2/GEN-SIM-RECO,T1_RU_JINR_Disk,4.99979,1/1/70,0,275,275,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
2154,/HeavyFlavor/Run2017G-09Aug2019_UL2017-v1/AOD,T2_UK_SGrid_RALPP,2.33995,9/19/20,1600543120000,787,787,['sync_t2_uk_sgrid_ralpp'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2155,/TTToSemiLeptonic_TuneCP5_erdON_13TeV-powheg-pythia8/RunIISummer20UL16MiniAOD-106X_mcRun2_asymptotic_v13-v2/MINIAODSIM,T1_US_FNAL_Disk,2.37713,7/3/21,1625271655000,1074,1074,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2156,/WplusJetsToMuNu_TuneCP5_13TeV-powhegMiNNLO-pythia8-photos/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v1/MINIAODSIM,T2_US_MIT,1.01302,10/11/21,1633951570000,270,270,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2157,/Bu2MuMuK_TuneZ2star_8TeV_Pythia6/Summer12_DR53X-PU_RD2_START53_V19F-v1/AODSIM,T3_CH_CERN_OpenData,5.2249,1/1/70,0,1668,1668,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2158,/QCD_Pt_20_MuEnrichedPt_15_TuneZ2star_8TeV_pythia6/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,19.12574,1/1/70,0,5089,5089,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2167,/EGamma/Run2018D-EXOMONOPOLE-12Nov2019_UL2018-v4/USER,T1_FR_CCIN2P3_Disk,1.42739,9/21/21,1632221100000,407,407,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skims
2172,/WJetsToLNu_Pt-100To250_MatchEWPDG20_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL17NanoAODv9-20UL17JMENano_106X_mc2017_realistic_v9-v1/NANOAODSIM,T1_RU_JINR_Disk,1.20795,1/1/70,0,443,443,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2173,/TTTo2L2Nu_mtop175p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2/MINIAODSIM,T1_US_FNAL_Disk,2.01426,8/3/21,1627977241000,649,649,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2174,/TTToSemiLeptonic_mtop171p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,10.93117,7/26/21,1627320820000,4045,4045,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2175,/DoubleMuon/Run2018B-12Nov2019_UL2018-v2/MINIAOD,T1_US_FNAL_Disk,1.31101,9/18/21,1631998433000,365,365,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2176,/SingleMuon/Run2017D-ZMu-25Jul2019_UL2017-v1/RAW-RECO,T1_IT_CNAF_Disk,2.25269,1/1/70,0,689,689,['sync_t1_it_cnaf_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2183,/HeavyFlavor/Run2017G-09Aug2019_UL2017-v1/AOD,T1_DE_KIT_Disk,2.2218,10/10/20,1602352330000,799,799,['sync_t1_de_kit_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2185,/HeavyFlavor/Run2017G-09Aug2019_UL2017-v1/AOD,T2_FR_IPHC,2.21871,7/17/20,1595030106000,741,741,['sync_t2_fr_iphc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2189,/WJetsToLNu_HT-400To600_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall17DRPremix-PU2017_94X_mc2017_realistic_v11-v1/AODSIM,T2_DE_DESY,6.66394,2/25/21,1614270769000,1233,1233,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
2195,/ST_t-channel_top_5f_InclusiveDecays_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL16MiniAODAPV-106X_mcRun2_asymptotic_preVFP_v8-v2/MINIAODSIM,T1_US_FNAL_Disk,2.42662,8/25/21,1629916695000,685,685,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2196,/ST_t-channel_top_4f_InclusiveDecays_wtop0p85_TuneCP5_13TeV-powheg-madspin-pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v3/MINIAODSIM,T1_US_FNAL_Disk,1.79727,9/25/21,1632549492000,907,907,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2207,/Tau/Run2017C-09Aug2019_UL2017-v1/MINIAOD,T1_US_FNAL_Disk,2.04468,8/12/21,1628752153000,760,760,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2209,/DoubleMuon/Run2018B-30Jan2022_UL2018-v1/MINIAOD,T2_US_Florida,1.28479,1/1/70,0,370,370,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2210,/EGamma/Run2018D-12Nov2019_UL2018-v8/AOD,T2_KR_KISTI,7.57347,8/20/21,1629483177000,624,624,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2216,/TTToHadronic_mtop175p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL16MiniAODAPV-106X_mcRun2_asymptotic_preVFP_v8-v2/MINIAODSIM,T1_US_FNAL_Disk,1.48619,7/10/21,1625891250000,444,444,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2217,/BuToKstarJPsi_EtaPtFilter_8TeV-pythia6-evtgen/Summer12_DR53X-PU_RD2_START53_V19F-v2/AODSIM,T3_CH_CERN_OpenData,13.44504,1/1/70,0,4092,4092,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2218,/QCD_HT-500To1000_TuneZ2star_8TeV-madgraph-pythia6/Summer12_DR53X-PU_S10_START53_V7A-v1/AODSIM,T2_DE_DESY,11.15879,9/27/20,1601202798000,3257,3257,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2223,/HeavyFlavor/Run2017G-09Aug2019_UL2017-v1/AOD,T2_IT_Legnaro,2.17144,10/10/20,1602348184000,744,744,['sync_t2_it_legnaro'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2225,/ParkingBPH5/Run2018A-UL2018_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,7.87145,1/1/70,0,2413,2413,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2226,/ParkingBPH2/Run2018C-UL2018_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,6.45613,1/1/70,0,1772,1772,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2227,/SUSYGluGluToHToAA_AToBB_AToTauTau_M-50_TuneCP5_PSweight_14TeV_madgraph_pythia8/Phase2HLTTDRSummer20ReRECOMiniAOD-PU200_111X_mcRun4_realistic_T15_v1-v1/FEVT,T1_DE_KIT_Disk,4.98909,1/1/70,0,362,362,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
2234,/BdToKstarMuMu_BMuonFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v2/MINIAODSIM,T1_US_FNAL_Disk,2.09061,1/1/70,0,548,548,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2235,/LambdaBTopKPsi2s_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v3/MINIAODSIM,T1_US_FNAL_Disk,2.40809,1/1/70,0,1612,1612,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2236,/QCD_Pt-30to40_doubleEMEnriched_TuneZ2star_8TeV-pythia6/Summer12_DR53X-PU_RD1_START53_V7N-v1/AODSIM,T3_CH_CERN_OpenData,1.78572,1/1/70,0,558,558,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2242,/ZeroBias7/Run2015C_25ns-24Nov2016-v1/RECO,T2_CH_CERN,2.14738,1/1/70,0,714,714,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2249,/ZeroBias5/Run2015C_25ns-19Jan2017-v1/RECO,T2_CH_CERN,2.14738,1/1/70,0,716,716,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2250,/ZeroBias8/Run2015C_25ns-19Jan2017-v1/RECO,T2_CH_CERN,2.14738,1/1/70,0,713,713,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2259,/TTToSemiLeptonic_mtop169p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,10.87606,10/7/21,1633591305000,4040,4040,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2260,/QCD_Pt-15to7000_TuneCP5_Flat_14TeV-pythia8/Phase2HLTTDRWinter20DIGI-NoPU_castor_110X_mcRun4_realistic_v3_ext1-v1/GEN-SIM-DIGI-RAW,T1_US_FNAL_Disk,4.99935,11/16/20,1605559010000,316,316,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
2263,/ZeroBias8/Commissioning2021-PromptReco-v1/AOD,T1_US_FNAL_Disk,1.10621,1/1/70,0,369,369,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
2270,/DoubleMuonLowMass/Run2017C-UL2017_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,1.10072,7/28/21,1627436635000,323,323,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2273,/ZeroBias5/Run2015C_25ns-24Nov2016-v1/RECO,T2_CH_CERN,2.14734,1/1/70,0,712,712,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2276,/TTToHadronic_TuneCP5_erdON_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,7.6936,1/1/70,0,2820,2820,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2280,/DoubleMuonGun_Pt3To150/RunIISummer20UL16MiniAODAPV-NoPU_106X_mcRun2_asymptotic_preVFP_v8-v2/MINIAODSIM,T1_US_FNAL_Disk,1.04546,10/30/20,1604077839000,373,373,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2284,/Tau/Run2016H-21Feb2020_UL2016-v1/MINIAOD,T1_US_FNAL_Disk,2.22557,1/1/21,1609480963000,712,712,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2285,/DoubleEG/Run2017B-09Aug2019_UL2017-v1/MINIAOD,T1_US_FNAL_Disk,2.09655,9/18/21,1631999110000,831,831,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2287,/ZeroBias8/Run2015C_25ns-24Nov2016-v1/RECO,T2_CH_CERN,2.14732,1/1/70,0,712,712,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2289,/ZeroBias3/Run2015C_25ns-19Jan2017-v1/RECO,T2_CH_CERN,2.1472,1/1/70,0,713,713,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2293,/ZeroBias2/Run2015C_25ns-24Nov2016-v1/RECO,T2_CH_CERN,2.14717,1/1/70,0,716,716,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2294,/b_bbar_4l_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL16MiniAODAPV-106X_mcRun2_asymptotic_preVFP_v8-v2/MINIAODSIM,T1_US_FNAL_Disk,1.42046,1/19/38,2147483647000,412,412,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2296,/QCD_Pt_120to170_TuneCP5_14TeV_pythia8/Phase2HLTTDRWinter20DIGI-PU200_110X_mcRun4_realistic_v3-v2/GEN-SIM-DIGI-RAW,T2_EE_Estonia,1.71056,10/21/20,1603293820000,126,126,['rdewanje'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
2297,/ZeroBias4/Run2015C_25ns-24Nov2016-v1/RECO,T2_CH_CERN,2.14709,1/1/70,0,717,717,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2298,/ZeroBias4/Run2015C_25ns-19Jan2017-v1/RECO,T2_CH_CERN,2.14703,1/1/70,0,715,715,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2299,/ZeroBias1/Run2015C_25ns-19Jan2017-v1/RECO,T2_CH_CERN,2.147,1/1/70,0,713,713,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2300,/Charmonium/Run2016B-21Feb2020_UL2016_HIPM_rsb-v1/MINIAOD,T2_US_Vanderbilt,1.02469,12/16/20,1608157849000,273,273,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2302,/ZeroBias1/Run2015C_25ns-24Nov2016-v1/RECO,T2_CH_CERN,2.14696,1/1/70,0,712,712,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2307,/ZeroBias6/Run2015C_25ns-19Jan2017-v1/RECO,T2_CH_CERN,2.14693,1/1/70,0,715,715,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2312,/ZeroBias6/Run2015C_25ns-24Nov2016-v1/RECO,T2_CH_CERN,2.14689,1/1/70,0,720,720,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2314,/MinBias_TuneCP5_14TeV-pythia8/Phase2HLTTDRWinter20DIGI-PU200_110X_mcRun4_realistic_v3-v3/GEN-SIM-DIGI-RAW,T1_FR_CCIN2P3_Disk,29.98556,7/28/21,1627504544000,2922,2922,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
2317,/ZeroBias3/Run2015C_25ns-24Nov2016-v1/RECO,T2_CH_CERN,2.146,1/1/70,0,804,804,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2320,/LminusNubarVBF_Mqq-120_8TeV-madgraph/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,2.06683,1/1/70,0,634,634,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
2321,/ZeroBias3/Commissioning2021-PromptReco-v1/AOD,T1_US_FNAL_Disk,1.10709,1/1/70,0,365,365,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
2324,/JetHT/Run2018D-15Feb2022_UL2018-v1/MINIAOD,T2_US_Wisconsin,1.09341,1/1/70,0,327,327,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2325,/TTToSemiLeptonic_TuneCP5CR2_13TeV-powheg-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v1/MINIAODSIM,T1_US_FNAL_Disk,1.12727,8/1/21,1627781635000,338,338,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2328,/ZeroBias8/Commissioning2021-v1/RAW,T1_US_FNAL_Disk,17.59133,1/1/70,0,3042,3042,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
2333,/Charmonium/Run2017E-09Aug2019_UL2017-v1/AOD,T1_RU_JINR_Disk,3.85268,9/20/21,1632121189000,1209,1209,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2337,/SingleMuon/Run2018D-UL2018_MiniAODv2-v2/MINIAOD,T2_US_Florida,3.66448,1/1/70,0,1081,1081,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2339,/HeavyFlavor/Run2017G-09Aug2019_UL2017-v1/AOD,T2_IT_Rome,2.12384,10/10/20,1602360736000,781,781,['sync_t2_it_rome'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
2354,/TTToHadronic_mtop173p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2/MINIAODSIM,T2_US_Purdue,1.41658,8/3/21,1627997351000,525,525,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
2355,/QCD_Pt-80to120_TuneZ2star_8TeV_pythia6/Summer12_DR53X-PU_S10_START53_V7A-v3/AODSIM,T2_FR_GRIF_IRFU,2.14521,1/1/70,0,564,564,['t2_fr_grif_irfu_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
