,dataset,RSE Name,dataset_size_in_rse_tb,last_access_time_of_dataset_in_rse,last_access_time_of_dataset_in_rse.1,#_files_of_dataset_in_rse,#_accessed_files_of_dataset_in_rse,unique_accounts,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,category
232,/QCD_Pt-470To600_MuEnrichedPt5_TuneCP5_13TeV-pythia8/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v2/MINIAODSIM,T1_US_FNAL_Disk,2.45214,1/1/70,0,724,724,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
236,/DYToEE_M-20_CT10_TuneZ2star_v2_8TeV-powheg-pythia6/Summer12_DR53X-ExtFlat30_PU_RD1_START53_V7N-v1/AODSIM,T3_CH_CERN_OpenData,1.10323,1/1/70,0,383,383,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
237,/EGamma/Run2018D-EXOMONOPOLE-12Nov2019_UL2018-v4/USER,T1_DE_KIT_Disk,1.08682,1/1/70,0,320,320,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skims
240,/MuonEG/Run2018D-PromptReco-v2/AOD,T3_US_FNALLPC,22.94398,10/21/20,1603294614000,7291,7291,['sync_t3_us_fnallpc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
245,/JetHT/Run2018A-15Feb2022_UL2018-v1/MINIAOD,T1_US_FNAL_Disk,3.53889,1/1/70,0,1145,1145,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
246,/QCD_HT500to700_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18DRPremix-102X_upgrade2018_realistic_v15-v1/AODSIM,T3_US_FNALLPC,22.44695,2/2/21,1612287713000,2650,2650,['sync_t3_us_fnallpc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
248,/BuToKstarMuMu_EtaPtFilter_8TeV-pythia6-evtgen/Summer12_DR53X-PU_RD2_START53_V19F-v2/AODSIM,T3_TW_NTU_HEP,21.9594,1/1/70,0,8023,8023,['sync_t3_tw_ntu_hep'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
249,/DoubleMuon_Pt-1To1000-gun/Run3Winter21DRMiniAOD-FlatPU30to80FEVT_112X_mcRun3_2021_realistic_v16-v2/MINIAODSIM,T1_US_FNAL_Disk,2.26404,1/1/70,0,834,834,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
254,/WplusJetsToTauNu_TauToMu_TuneCP5_13TeV-powhegMiNNLO-pythia8-photos/RunIISummer20UL16MiniAODAPV-106X_mcRun2_asymptotic_preVFP_v8-v2/MINIAODSIM,T1_US_FNAL_Disk,2.0968,12/21/20,1608581449000,935,935,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
255,/JPsiToMuMuGun_Pt5To30-pythia8/RunIISummer20UL16RECO-NoPU_106X_mcRun2_asymptotic_v13-v2/AODSIM,T2_CH_CERN,3.37847,10/25/20,1603597388000,938,938,['mdunser'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
256,/ttWJets_TuneCP5_13TeV_madgraphMLM_pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.12377,9/25/21,1632581320000,388,388,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
257,/BsToMuMuPhi_PhiToKK_BMuonFilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v2/MINIAODSIM,T1_US_FNAL_Disk,2.41092,1/1/70,0,643,643,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
258,/TTToHadronic_mtop171p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,7.63418,7/26/21,1627294492000,2807,2807,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
259,/GJet_M80_doubleEMEnriched_8TeV-sherpa/Summer12_DR53X-PU_RD1_START53_V7N-v1/AODSIM,T3_CH_CERN_OpenData,12.52604,1/1/70,0,3648,3648,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
260,/TTJets_SemiLeptMGDecays_TuneP11noCR_8TeV-madgraph-tauola/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,4.76189,1/1/70,0,1385,1385,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
271,/ZeroBias/Run2018D-TkAlMinBias-12Nov2019_UL2018-v3/ALCARECO,T1_US_FNAL_Disk,21.58658,1/20/20,1579515311000,6439,6439,['sync_t1_us_fnal_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
272,/QCD_HT700to1000_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18DRPremix-102X_upgrade2018_realistic_v15-v1/AODSIM,T3_US_FNALLPC,21.21442,11/28/20,1606582887000,2622,2622,['sync_t3_us_fnallpc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
273,/QCD_Pt-15to3000_EMEnriched_TuneCP5_14TeV_pythia8/Phase2HLTTDRWinter20DIGI-PU200_110X_mcRun4_realistic_v3-v1/GEN-SIM-DIGI-RAW,T1_RU_JINR_Disk,4.98147,1/1/70,0,225,225,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
281,/DYJetsToLL_Pt-50To100_MatchEWPDG20_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL17MiniAOD-106X_mc2017_realistic_v6-v1/MINIAODSIM,T1_US_FNAL_Disk,1.04986,8/2/21,1627892818000,301,301,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
282,/DYJetsToLL_Pt-100To250_MatchEWPDG20_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,2.46079,7/23/21,1627034103000,972,972,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
283,/TTJets_MSDecays_mass178_5_TuneZ2star_8TeV-madgraph-tauola/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,9.19543,1/1/70,0,13977,13977,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
284,/WplusToMuNu_CT10_8TeV-powheg-pythia6/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,13.12261,1/1/70,0,4148,4148,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
289,/GJet_Pt-15To6000_TuneCP5-Flat_14TeV_pythia8/Run3Winter21DRMiniAOD-FlatPU30to80_112X_mcRun3_2021_realistic_v16-v2/MINIAODSIM,T1_US_FNAL_Disk,1.44841,1/1/70,0,437,437,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
294,/Z2JetsToNuNu_M-50_LHEFilterPtZ-250To400_MatchEWPDG20_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL17MiniAOD-106X_mc2017_realistic_v6-v2/MINIAODSIM,T1_US_FNAL_Disk,2.44249,1/1/70,0,839,839,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
295,/BdToKstarMuMu_EtaPtFilter_8TeV-pythia6-evtgen/Summer12_DR53X-PU_RD2_START53_V19F-v1/AODSIM,T3_CH_CERN_OpenData,10.46882,1/1/70,0,3011,3011,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
305,/Z2JetsToNuNu_M-50_LHEFilterPtZ-250To400_MatchEWPDG20_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v2/MINIAODSIM,T1_US_FNAL_Disk,1.13388,1/1/70,0,335,335,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
309,/VRRandom12/Commissioning2021-v1/RAW,T1_US_FNAL_Disk,1.61352,1/1/70,0,502,502,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
318,/JetHT/Run2018D-ForValUL2018-v1/AOD,T2_US_Florida,3.02181,1/1/70,0,1035,1035,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
325,/TT_FullLept_mass169_5_8TeV-mcatnlo/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,1.13327,1/1/70,0,358,358,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
337,/MuOnia/Run2017E-09Aug2019_UL2017-v1/MINIAOD,T1_US_FNAL_Disk,1.28573,8/14/21,1628949082000,487,487,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
338,/DoublePion_E-50_HCA/Run3Winter20DRPremixMiniAOD-110X_mcRun3_2021_realistic_v6-v1/GEN-SIM-RECO,T3_US_Colorado,19.76934,1/1/70,0,1387,1387,['sync_t3_us_colorado'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
344,/WJetsToLNu_HT-200To400_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall17DRPremix-PU2017_94X_mc2017_realistic_v11-v1/AODSIM,T2_DE_DESY,4.63155,2/14/21,1613301794000,902,902,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
350,/TTToHadronic_mtop175p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL16MiniAOD-106X_mcRun2_asymptotic_v13-v2/MINIAODSIM,T1_US_FNAL_Disk,1.27219,7/10/21,1625882564000,481,481,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
351,/ST_t-channel_antitop_4f_InclusiveDecays_wtop1p15_TuneCP5_fixWidth_13TeV-powheg-madspin-pythia8/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v2/MINIAODSIM,T1_US_FNAL_Disk,1.41029,1/1/70,0,381,381,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
352,/ZeroBias/Run2018D-TkAlMinBias-12Nov2019_UL2018-v3/ALCARECO,T2_BR_SPRACE,19.52262,1/20/20,1579515311000,5838,5838,['sync_t2_br_sprace'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
355,/Muplus_E-200To4000_negativeOE-gun/Run3Winter20DRPremixMiniAOD-110X_mcRun3_2021_realistic_v6-v1/GEN-SIM-RECO,T2_US_Wisconsin,1.24248,1/14/21,1610591447000,67,67,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
360,/StreamExpress/Run2018D-TkAlMinBias-Express-v1/ALCARECO,T2_CH_CERN,18.31708,1/1/70,0,124112,124112,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCA
363,/JpsiToMuMu_JpsiPt8_TuneCP5_13TeV-pythia8/RunIIAutumn18DRPremix-102X_upgrade2018_realistic_v15-v1/AODSIM,T3_US_FNALLPC,18.2757,1/1/70,0,2435,2435,['sync_t3_us_fnallpc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
365,/DYJetsToMuMu_M-50_TuneCP5_14TeV-madgraphMLM-pythia8/Run3Summer19DR-106X_mcRun3_2021_realistic_v3-v1/GEN-SIM-DIGI-RAW,T1_ES_PIC_Disk,3.87047,1/1/70,0,253,253,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
371,/ST_t-channel_top_5f_InclusiveDecays_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL16MiniAODAPVv2-106X_mcRun2_asymptotic_preVFP_v11-v1/MINIAODSIM,T1_US_FNAL_Disk,1.53732,7/31/21,1627757417000,376,376,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
374,/LplusNuVBF_Mqq-120_8TeV-madgraph/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,3.11638,1/1/70,0,841,841,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
379,/ParkingBPH4/Run2018B-UL2018_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,10.77867,1/1/70,0,3266,3266,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
381,/TTTo2L2Nu_TuneCP5_14TeV-powheg-pythia8/Phase2HLTTDRSummer20ReRECOMiniAOD-PU140_111X_mcRun4_realistic_T15_v1-v1/FEVT,T1_US_FNAL_Disk,4.99961,10/16/20,1602844447000,332,332,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
382,/ChargedHiggs_HplusTB_HplusToTauNu_M-160_TuneCP5_PSWeights_14TeV_madgraph_pythia8/Phase2HLTTDRWinter20DIGI-PU200_110X_mcRun4_realistic_v3-v2/GEN-SIM-DIGI-RAW,T1_DE_KIT_Disk,4.99848,1/1/70,0,457,457,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
384,/QCD_Pt-15to7000_TuneCP5_Flat_13TeV_pythia8/Run3Summer19DRPremix-2021ScenarioNZSRECO_106X_mcRun3_2021_realistic_v3-v2/GEN-SIM-RECO,T2_IT_Bari,10.96911,1/1/70,0,1010,1010,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
393,/ZLLGJets_MonoPhoton_MLL-4to30_PtG-15to130_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v2/MINIAODSIM,T1_US_FNAL_Disk,1.12917,1/1/70,0,447,447,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
394,/WJetsToLNu_2J_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.83171,10/9/21,1633808116000,964,964,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
395,/ZJetsToNuNu_HT-100To200_13TeV-madgraph/RunIISummer16DR80Premix-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/AODSIM,T2_DE_DESY,1.56262,5/3/20,1588504089000,411,411,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
400,/SingleMuon/Run2016D-21Feb2020_UL2016_HIPM-v1/MINIAOD,T2_UK_London_IC,2.21197,9/19/21,1632010443000,811,811,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
402,/Tau/Run2017E-09Aug2019_UL2017-v1/MINIAOD,T1_US_FNAL_Disk,1.7166,8/12/21,1628770756000,577,577,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
403,/SingleMuon/Run2018D-12Nov2019_UL2018-v8/AOD,T1_IT_CNAF_Disk,28.82726,7/11/21,1626017284000,2580,2580,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
404,/JetHT/Run2018D-JetHTJetPlusHOFilter-12Nov2019_UL2018_rsb-v1/RAW-RECO,T1_UK_RAL_Disk,16.93683,8/26/20,1598456941000,5415,5415,['sync_t1_uk_ral_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
408,/TTToSemiLeptonic_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL17MiniAODv2-PUForMUOVal_106X_mc2017_realistic_v9_ext1-v2/MINIAODSIM,T1_US_FNAL_Disk,1.02927,1/1/70,0,445,445,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
409,/LambdaBTopKPsi2s_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v3/MINIAODSIM,T1_US_FNAL_Disk,2.22046,1/1/70,0,1187,1187,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
410,/QCD_HT100to200_BGenFilter_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v2/MINIAODSIM,T1_US_FNAL_Disk,1.58996,1/1/70,0,455,455,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
416,/MinimumBias/Commissioning2022-PromptReco-v1/AOD,T1_US_FNAL_Disk,3.89748,1/1/70,0,2222,2222,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commissioning + Cosmics
418,/ZeroBias/Run2017C-09Aug2019_UL2017-v1/MINIAOD,T2_US_Florida,1.90349,7/4/21,1625409495000,628,628,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
420,/MET/Run2017E-UL2017_MiniAODv2-v1/MINIAOD,T1_US_FNAL_Disk,1.15301,8/28/21,1630158922000,405,405,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
422,/Charmonium/Run2018B-12Nov2019_UL2018-v1/AOD,T2_FR_GRIF_IRFU,2.65603,9/21/21,1632207392000,752,752,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
432,/DYToEE_M-50_NNPDF31_TuneCP5_14TeV-powheg-pythia8/Run3Summer19DRPremix-BACKFILL_2024Scenario_106X_mcRun3_2024_realistic_v4-v2/GEN-SIM-RAW,T2_RU_JINR,15.86834,9/29/20,1601361217000,2240,2240,['sync_t2_ru_jinr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
433,/TTToSemiLeptonic_mtop171p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL16MiniAOD-106X_mcRun2_asymptotic_v13-v2/MINIAODSIM,T1_US_FNAL_Disk,2.05035,7/10/21,1625883382000,908,908,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
434,/TTTo2L2Nu_widthx0p85_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v1/MINIAODSIM,T1_US_FNAL_Disk,1.0294,7/31/21,1627733648000,244,244,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
435,/DYJetsToLL_M-10to50_HT-200to400_TuneZ2star_8TeV-madgraph-tauola/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,1.47661,1/1/70,0,430,430,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
436,/DYToEE_M-20_CT10_TuneZ2star_v2_8TeV-powheg-pythia6/Summer12_DR53X-NewG4Phys_PU_RD1_START53_V7N-v1/AODSIM,T3_CH_CERN_OpenData,1.03167,1/1/70,0,1007,1007,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
440,/SingleElectron/Run2016F-21Feb2020_UL2016_HIPM-v1/AOD,T2_IT_Pisa,13.47001,7/27/21,1627416492000,4007,4007,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
449,/TTToSemiLeptonic_mtop166p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL16MiniAODAPV-106X_mcRun2_asymptotic_preVFP_v8-v2/MINIAODSIM,T1_US_FNAL_Disk,1.03278,10/8/21,1633709501000,391,391,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
450,/DYJetsToEE_M-50_massWgtFix_TuneCP5_13TeV-powhegMiNNLO-pythia8-photos/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v2/MINIAODSIM,T1_US_FNAL_Disk,4.64455,1/1/70,0,1950,1950,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
451,/WGToLNuG_01J_5f_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v1/MINIAODSIM,T1_US_FNAL_Disk,1.72051,7/31/21,1627768077000,462,462,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
452,/b_bbar_4l_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-gridpackfix_106X_upgrade2018_realistic_v16_L1v1-v2/MINIAODSIM,T1_US_FNAL_Disk,5.2689,1/1/70,0,2325,2325,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
453,/TToLeptons_t-channel_mass169_5_8TeV-powheg-tauola/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,1.0239,1/1/70,0,317,317,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
460,/DoublePion_E-50_HCA/Run3Winter20DRPremixMiniAOD-110X_mcRun3_2021_realistic_v6-v1/GEN-SIM-DIGI-RAW,T3_US_Colorado,15.27103,7/1/20,1593569570000,1253,1253,['sync_t3_us_colorado'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 3
461,/SingleMuon/Run2018A-12Nov2019_UL2018-v2/DQMIO,T2_ES_IFCA,1.33884,1/1/70,0,828,828,['t2_es_ifca_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
468,/TTTo2L2Nu_mtop175p5_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-106X_upgrade2018_realistic_v16_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,3.34022,10/7/21,1633590894000,1250,1250,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
469,/TTToHadronic_hdampDOWN_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18MiniAODv2-FSUL18_106X_upgrade2018_realistic_v16_L1v1-v2/MINIAODSIM,T1_DE_KIT_Disk,1.7476,1/1/70,0,523,523,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
470,/ZeroBias/Run2018D-LumiPixelsMinBias-12Nov2019_UL2018-v3/ALCARECO,T1_US_FNAL_Disk,15.03581,1/20/20,1579514991000,4688,4688,['sync_t1_us_fnal_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
471,/StreamExpress/Run2018A-TkAlMinBias-Express-v1/ALCARECO,T2_CH_CERN,14.87078,1/1/70,0,59543,59543,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCA
474,/JetHT/Run2016D-21Feb2020_UL2016_HIPM-v1/MINIAOD,T1_US_FNAL_Disk,2.13325,9/21/21,1632227788000,696,696,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
478,/BTagMu/Run2018D-12Nov2019_UL2018-v1/MINIAOD,T1_US_FNAL_Disk,9.00541,12/16/20,1608078661000,3273,3273,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
480,/JetHT/Run2018D-HcalCalIsoTrkFilter-12Nov2019_UL2018_rsb-v1/ALCARECO,T1_UK_RAL_Disk,14.28077,8/26/20,1598457255000,4373,4373,['sync_t1_uk_ral_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
487,/QCD_HT700to1000_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISummer16DR80Premix-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/AODSIM,T2_DE_DESY,1.83001,2/18/21,1613609480000,482,482,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
491,/WWTo4Q_4f_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL17MiniAODv2-106X_mc2017_realistic_v9-v3/MINIAODSIM,T1_US_FNAL_Disk,1.38368,1/1/70,0,426,426,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
492,/ST_t-channel_top_4f_InclusiveDecays_mtop1755_TuneCP5_13TeV-powheg-madspin-pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v3/MINIAODSIM,T1_US_FNAL_Disk,1.87877,1/1/70,0,961,961,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
493,/ttZJets_TuneCP5_13TeV_madgraphMLM_pythia8/RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.62724,10/2/21,1633146046000,574,574,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy MC
494,/ZZTo2e2mu_8TeV_mll8_mZZ95-160-powheg15-pythia6/Summer12_DR53X-PU_S10_START53_V19-v1/AODSIM,T3_CH_CERN_OpenData,1.15616,1/1/70,0,377,377,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
495,/Cosmics/Commissioning2020-PromptReco-v1/AOD,T1_US_FNAL_Disk,1.82941,1/1/70,0,811,811,['tier0_prod'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
496,/BTagCSV/Run2016B-21Feb2020_ver2_UL2016_HIPM-v1/MINIAOD,T1_US_FNAL_Disk,2.24517,2/18/21,1613612447000,749,749,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
499,/ParkingBPH2/Run2018C-UL2018_MiniAODv2-v1/MINIAOD,T2_US_Purdue,1.50383,1/1/70,0,443,443,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 legacy data
