,dataset,RSE Name,dataset_size_in_rse_tb,last_access_time_of_dataset_in_rse,last_access_time_of_dataset_in_rse.1,#_files_of_dataset_in_rse,#_accessed_files_of_dataset_in_rse,unique_accounts,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,category
4008,/EGamma/Run2018D-22Jan2019-v2/MINIAOD,T2_DE_DESY,25.78462,1/19/38,2147483647000,8510,8510,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4009,/HIMinimumBias17/HIRun2018A-04Apr2019-v1/AOD,T2_US_Vanderbilt,102.55292,10/4/21,1633323868000,34719,34719,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIN
4010,/TTJets_MSDecaysCKM_central_Tune4C_13TeV-madgraph-tauola/StoreResults-Spring14dr_PU_S14_POSTLS170_V6AN1_miniAOD706p1_814812ec83fce2f620905d2bb30e9100-v2/USER,T3_US_FNALLPC,1.07698,1/1/70,0,662,662,['sync_t3_us_fnallpc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skims
4014,/W1JetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v4/MINIAODSIM,T1_US_FNAL_Disk,2.20646,12/12/20,1607813902000,745,745,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4015,/TT_TuneCUETP8M2T4_13TeV-powheg-isrup-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/MINIAODSIM,T1_US_FNAL_Disk,2.62506,5/21/20,1590096291000,766,766,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4016,/TT_TuneCUETP8M2T4_mtop1715_13TeV-powheg-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext1-v1/MINIAODSIM,T2_US_Purdue,2.62762,5/30/20,1590845563000,1060,1060,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4017,/Cosmics/Run2018B-UL18-v1/RECO,T2_FR_GRIF_LLR,1.0671,1/1/70,0,227,227,['sync_t2_fr_grif_llr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4018,/QCD_Pt-15To7000_TuneCUETP8M1_Flat_13TeV-pythia8/RunIISummer17GS-92X_upgrade2017_realistic_v10_NERSCTEST-v9/AODSIM,T1_US_FNAL_Disk,1.51944,1/1/70,0,511,511,['t1_us_fnal_disk_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4020,/JetHT/CMSSW_10_6_4_patch1-103X_dataRun2_HLT_relval_v8_RelVal_2018C-v1/FEVTDEBUGHLT,T1_US_FNAL_Disk,1.06322,1/1/70,0,100,100,['sync_t1_us_fnal_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4022,/DoubleEG/Run2016F-03Feb2017-v1/MINIAOD,T2_US_MIT,1.2752,12/11/20,1607685624000,332,332,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4024,/EG/Run2010A-Apr21ReReco-v1/AOD,T3_CH_CERN_OpenData,4.48658,1/1/70,0,3503,3503,['t3_ch_cern_opendata_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
4026,/DoubleEG/Run2016B-03Feb2017_ver2-v2/MINIAOD,T2_UK_London_IC,4.58806,12/11/20,1607689673000,1180,1180,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4027,/DoubleMuon/Run2016B-PromptReco-v2/MINIAOD,T1_US_FNAL_Disk,1.75711,1/1/70,0,963,963,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
4028,/SingleElectron/Run2016B-18Apr2017_ver2-v1/MINIAOD,T2_UK_London_IC,5.81444,1/1/70,0,1933,1933,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4029,/SingleElectron/Run2016D-03Feb2017-v1/MINIAOD,T2_BE_IIHE,4.76474,6/8/20,1591635360000,1261,1261,['t2_be_iihe_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4031,/SingleElectron/Run2016H-18Apr2017-v1/MINIAOD,T2_UK_London_IC,3.51976,1/1/70,0,1242,1242,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4032,/SingleMuon/Run2016H-03Feb2017_ver2-v1/MINIAOD,T2_BE_IIHE,4.45489,8/29/20,1598677867000,1201,1201,['t2_be_iihe_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4033,/SingleElectron/Run2017C-12Sep2017-v1/MINIAOD,T1_US_FNAL_Disk,2.18732,1/1/70,0,618,618,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4035,/ZeroBias/Run2017D-17Nov2017-v1/MINIAOD,T2_US_Nebraska,1.18594,1/1/70,0,484,484,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4036,/ScoutingPFCommissioning/Run2017F-v1/RAW,T3_US_FNALLPC,1.23364,1/1/70,0,507,507,['t3_us_fnallpc_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4037,/MuOnia/Run2018A-06Jun2018-v1/MINIAOD,T2_US_Nebraska,1.01173,9/5/20,1599349950000,447,447,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4039,/MET/Run2018C-17Sep2018-v1/MINIAOD,T1_US_FNAL_Disk,1.23255,9/17/21,1631900351000,568,568,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4040,/MuonEG/Run2018D-PromptReco-v2/MINIAOD,T2_DE_DESY,2.96216,1/19/38,2147483647000,1373,1373,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4041,/Nu_E10-pythia8-gun/PhaseIITDRSpring19DR-PU300_106X_upgrade2023_realistic_v3_ext1-v3/GEN-SIM-DIGI-RAW,T1_US_FNAL_Disk,9.99837,1/1/70,0,497,497,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
4043,/DoubleElectron_FlatPt-1To500_13p6TeV/Run3Winter22DR-FlatPU0to70_122X_mcRun3_2021_realistic_v9-v2/AODSIM,T2_IN_TIFR,2.37403,1/1/70,0,777,777,['crab_tape_recall'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4044,/PMSSM_set_2_LL_2_TuneCP2_13TeV-pythia8/RunIIAutumn18MiniAOD-PUFall18Fast_GridpackScan_102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_Florida,1.27714,1/1/70,0,351,351,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4045,/PMSSM_set_2_LL_1_TuneCP2_13TeV-pythia8/RunIIAutumn18NanoAODv7-PUFall18Fast_Nano02Apr2020_GridpackScan_102X_upgrade2018_realistic_v21-v1/NANOAODSIM,T1_US_FNAL_Disk,1.06765,1/1/70,0,932,932,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4046,/TTToHadronic_mtop171p5_TuneCP5_PSweights_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v2/MINIAODSIM,T1_US_FNAL_Disk,1.32304,7/29/21,1627539879000,364,364,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4047,/TT_CEDM_dtG0-MadGraph5-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T2_US_Florida,1.10737,5/15/20,1589536249000,513,513,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4048,/W2JetsToLNu_LHEWpT_50-150_TuneCP5_13TeV-amcnloFXFX-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14_ext1-v2/MINIAODSIM,T2_DE_DESY,1.67411,7/28/21,1627467381000,786,786,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LHE
4049,/TTToSemiLep_hdampUP_TuneCUETP8M2T4_13TeV-powheg-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T1_US_FNAL_Disk,1.05713,1/1/70,0,528,528,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4050,/TT_TuneCUETP8M2T4_GluonMoveCRTune_erdON_13TeV-powheg-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T2_US_Florida,2.50849,6/7/20,1591496238000,1048,1048,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4055,/SingleElectron/Run2016B-23Sep2016-v3/MINIAOD,T2_UK_London_IC,5.75973,1/1/70,0,2022,2022,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4056,/DoubleEG/Run2016C-17Jul2018-v1/MINIAOD,T1_US_FNAL_Disk,1.26402,8/16/21,1629138480000,427,427,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4058,/BdToKstarPsi2S_ToKPiee_Mufilter_SoftQCDnonD_TuneCP5_13TeV-pythia8-evtgen/RunIIAutumn18DR-PUPoissonAve20_102X_upgrade2018_realistic_v15_ext1-v1/GEN-SIM-DIGI-RAW,T2_DE_DESY,1.05871,1/1/70,0,272,272,['sync_t2_de_desy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
4062,/HIZeroBias10/Run2017G-17Nov2017-v1/MINIAOD,T2_US_Wisconsin,1.76154,1/1/70,0,749,749,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4063,/SingleMuon/Run2018D-22Jan2019-v2/MINIAOD,T2_DE_DESY,15.39806,1/19/38,2147483647000,5195,5195,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4064,/ZeroBias13/Run2022A-PromptReco-v1/MINIAOD,T1_US_FNAL_Disk,1.02008,1/1/70,0,461,461,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
4066,/SMS-T2cc_genHT-160_genMET-80_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PUFall17Fast_94X_mc2017_realistic_v15-v1/MINIAODSIM,T1_US_FNAL_Disk,1.66519,5/22/20,1590188082000,520,520,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4067,/SMS-TChiWH_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PUFall17Fast_94X_mc2017_realistic_v15-v1/MINIAODSIM,T2_US_Purdue,2.52445,10/1/20,1601527112000,716,716,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4068,/UpsilonMuMu_UpsilonPt6_TuneCP5_13TeV-pythia8-evtgen/RunIISpring18DRPremix-TkAlUpsilonMuMu_100X_upgrade2018_realistic_v10-v1/AODSIM,T2_BE_IIHE,23.29038,1/1/70,0,3747,3747,['t2_be_iihe_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
4069,/WToLNu_0J_13TeV-amcatnloFXFX-pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3_ext1-v2/MINIAODSIM,T2_US_Purdue,1.24702,10/8/21,1633735584000,360,360,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4072,/Cosmics/Run2015A-UL15-v1/RECO,T1_FR_CCIN2P3_Disk,1.04998,1/1/70,0,311,311,['sync_t1_fr_ccin2p3_disk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
4074,/JetHT/Run2016C-07Aug17-v1/MINIAOD,T2_UK_London_IC,1.34881,9/15/20,1600173379000,552,552,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4075,/SingleElectron/Run2016C-18Apr2017-v1/MINIAOD,T2_US_Florida,2.44485,1/1/70,0,800,800,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4077,/DoubleEG/Run2016G-23Sep2016-v1/MINIAOD,T2_US_Wisconsin,2.27142,1/1/70,0,926,926,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4078,/ScoutingPFHT/Run2017E-v1/RAW,T3_US_FNALLPC,5.07826,1/1/70,0,1137,1137,['t3_us_fnallpc_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4079,/SingleMuon/Run2017E-31Mar2018-v1/MINIAOD,T1_US_FNAL_Disk,4.90246,9/16/21,1631810498000,1523,1523,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4082,/DoubleMuon/Run2018B-17Sep2018-v1/MINIAOD,T2_DE_DESY,1.38291,1/19/38,2147483647000,614,614,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4083,/ParkingBPH1/Run2018D-20Mar2019-v1/MINIAOD,T1_US_FNAL_Disk,8.65827,1/1/70,0,2596,2596,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Parking
4084,/ZeroBias3/Run2022A-PromptReco-v1/MINIAOD,T1_US_FNAL_Disk,1.02759,1/1/70,0,463,463,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
4087,/WGToLNuG_01J_5f_PtG_130_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v2/MINIAODSIM,T2_US_MIT,1.07252,8/17/20,1597632435000,422,422,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4088,/TTTo2L2Nu_13TeV-powheg/RunIIFall15DR76-RoWHepCloudTest-v16/AODSIM,T1_US_FNAL_Disk,12.13714,1/1/70,0,3955,3955,['t1_us_fnal_disk_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy MC
4089,/QCD_HT100to200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIIFall15MiniAODv2-PU25nsData2015v1_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,T3_CH_CERN_OpenData,1.76465,1/1/70,0,1924,1924,['kati'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4090,/TTToSemiLeptonic_TuneCP5_13TeV-powheg-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v1/MINIAODSIM,T3_FR_IPNL,2.38469,8/24/21,1629846601000,828,828,['t3_fr_ipnl_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4091,/W1JetsToLNu_LHEWpT_0-50_TuneCP5_13TeV-amcnloFXFX-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T1_US_FNAL_Disk,4.88202,7/30/21,1627643697000,2100,2100,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LHE
4092,/G1Jet_Pt-100To250_TuneCUETP8M1_13TeV-amcatnlo-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6_ext2-v2/MINIAODSIM,T2_US_Purdue,2.56594,7/27/20,1595874066000,1204,1204,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4093,/DYToLL_1J_13TeV-amcatnloFXFX-pythia8/RunIISummer16MiniAODv3-PUMoriond17_backup_94X_mcRun2_asymptotic_v3-v2/MINIAODSIM,T1_US_FNAL_Disk,1.30387,6/14/20,1592131888000,305,305,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4094,/TTTo2L2Nu_TuneCUETP8M2_ttHtranche3_13TeV-powheg-pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3-v2/MINIAODSIM,T2_DE_DESY,3.3662,1/19/38,2147483647000,592,592,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4095,/MinBiasUp_13TeV_pythia8/RunIISummer17GS-92X_upgrade2017_realistic_v7_NERSCTEST-v5/GEN-SIM,T1_US_FNAL_Disk,9.10635,1/1/70,0,2379,2379,['t1_us_fnal_disk_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4104,/SingleMuon/Run2016C-18Apr2017-v1/MINIAOD,T2_ES_CIEMAT,1.45177,1/1/70,0,512,512,['t2_es_ciemat_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4106,/SingleMuon/Run2016F-17Jul2018-v1/MINIAOD,T2_UK_London_IC,1.52836,9/21/21,1632260212000,462,462,['t2_uk_london_ic_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4107,/SingleMuon/Run2016G-v1/RAW,T1_US_FNAL_Disk,39.09386,12/3/20,1607032055000,12917,12917,['t1_us_fnal_disk_local'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4108,/Tau/Run2016G-03Feb2017-v1/MINIAOD,T2_US_Purdue,2.51353,1/1/70,0,698,698,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4110,/MET/Run2017C-12Sep2017-v1/MINIAOD,T2_US_Purdue,1.54089,1/1/70,0,467,467,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4111,/Tau/Run2018A-17Sep2018-v1/MINIAOD,T2_FR_IPHC,2.56556,8/21/21,1629568188000,1071,1071,['t2_fr_iphc_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4112,/ZeroBias19/Run2022A-PromptReco-v1/MINIAOD,T1_US_FNAL_Disk,1.03211,1/1/70,0,468,468,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
4114,/SinglePhoton/Run2016B-v2/RAW,T2_CH_CERN,1.0422,9/22/21,1632309012000,267,267,['sync_t2_ch_cern'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4116,/SMS-T5qqqqVV_dM20_mGlu-600to2300_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PUFall17Fast_94X_mc2017_realistic_v15_ext1-v1/MINIAODSIM,T1_US_FNAL_Disk,2.45759,5/22/20,1590172428000,928,928,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4117,/TT_CEDM_dtG3-MadGraph5-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T2_US_MIT,1.07079,5/19/20,1589887685000,536,536,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4118,/TT_TuneCUETP8M1_mtop1755_13TeV-powheg-pythia8/RunIISpring16MiniAODv2-PUSpring16_80X_mcRun2_asymptotic_2016_miniAODv2_v0_ext1-v1/MINIAODSIM,T3_KR_UOS,1.03789,1/1/70,0,636,636,['sync_t3_kr_uos'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4119,/QCD_Pt-80to120_EMEnriched_TuneCUETP8M1_13TeV_pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T2_BE_IIHE,1.1767,9/22/20,1600806558000,542,542,['t2_be_iihe_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4120,/TT_TuneCUETP8M2T4down_13TeV-powheg-pythia8/RunIISummer16MiniAODv3-PUMoriond17_94X_mcRun2_asymptotic_v3_ext1-v1/MINIAODSIM,T1_US_FNAL_Disk,1.31942,5/11/20,1589203415000,263,263,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4124,/JetHT/Run2016B-23Sep2016-v3/MINIAOD,T2_US_Florida,3.41172,11/12/20,1605168739000,1294,1294,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4125,/Tau/Run2016B-18Apr2017_ver2-v1/MINIAOD,T2_US_Wisconsin,1.57378,4/7/20,1586267785000,587,587,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4126,/DoubleEG/Run2016G-03Feb2017-v1/MINIAOD,T2_BE_UCL,3.01263,9/10/20,1599749623000,823,823,['t2_be_ucl_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4127,/DoubleMuon/Run2016G-PromptReco-v1/MINIAOD,T1_US_FNAL_Disk,1.22737,1/1/70,0,606,606,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prompt
4128,/DoubleEG/Run2016H-03Feb2017_ver2-v1/MINIAOD,T2_US_MIT,3.2674,12/10/20,1607605977000,1144,1144,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4130,/DoubleEG/Run2017E-31Mar2018-v1/MINIAOD,T2_DE_DESY,2.09832,1/19/38,2147483647000,661,661,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4131,/DoubleMuon/Run2017F-31Mar2018-v1/MINIAOD,T1_US_FNAL_Disk,2.7393,9/17/21,1631909531000,847,847,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4132,/JetHT/Run2018A-17Sep2018-v1/MINIAOD,T2_DE_DESY,7.44806,1/19/38,2147483647000,2852,2852,['t2_de_desy_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4134,/Cosmics/Run2016B-UL16-v1/RECO,T2_FR_IPHC,1.03635,1/1/70,0,328,328,['sync_t2_fr_iphc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4135,/DYJetsToTauTau_ForcedMuEleDecay_M-50_TuneCP5_PSweights_13TeV-amcatnloFXFX-pythia8/RunIIAutumn18MiniAOD-102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_Florida,1.85351,7/3/20,1593734620000,848,848,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4136,/PMSSM_set_2_LL_2_TuneCP2_13TeV-pythia8/RunIIAutumn18MiniAOD-PUFall18Fast_GridpackScan_102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_MIT,2.42997,1/1/70,0,678,678,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4137,/SMS-T5WgStealth_TuneCP2_13TeV-madgraphMLM-pythia8/RunIIAutumn18MiniAOD-PUFall18Fast_102X_upgrade2018_realistic_v15-v1/MINIAODSIM,T2_US_Nebraska,6.69427,5/22/20,1590177335000,2167,2167,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4138,/QCD_HT50to100_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,T1_US_FNAL_Disk,1.54827,12/12/20,1607807433000,625,625,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4139,/TT_TuneCUETP8M1_13TeV-powheg-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2_ext3-v1/MINIAODSIM,T3_TW_NTU_HEP,3.27695,1/1/70,0,2114,2114,['t3_tw_ntu_hep_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4140,/TT_TuneCUETP8M2T4_mtop172_13TeV-powheg-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T2_US_Nebraska,2.62883,1/1/70,0,1050,1050,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4141,/ZZTo4L_13TeV_powheg_pythia8_ext1/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,T1_US_FNAL_Disk,3.03816,11/20/20,1605859330000,1287,1287,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4142,/SingleMu/CMSSW_5_2_0_pre5-GR_R_52_V2_RelVal_wMu2011B-v1/RECO,T2_FR_GRIF_LLR,1.03582,1/1/70,0,491,491,['sync_t2_fr_grif_llr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4148,/SingleMu/CMSSW_5_2_0_pre5-GR_R_52_V2_RelVal_wMu2011B-v1/RECO,T2_US_Nebraska,1.03582,1/1/70,0,491,491,['sync_t2_us_nebraska'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous
4149,/SingleMuon/Run2016C-07Aug17-v1/MINIAOD,T1_US_FNAL_Disk,1.45119,7/25/21,1627212267000,569,569,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run 2 pre-legacy data
4150,/DoubleQuarkGunFlatPt50_300_pythia8/PhaseIIFall17D-L1TPU200_93X_upgrade2023_realistic_v5-v3/GEN-SIM-DIGI-RAW,T1_ES_PIC_Disk,9.97487,1/1/70,0,320,320,['transfer_ops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upgrades
4153,/SingleMu/Run2012A-PromptReco-v1/AOD,T3_KR_KNU,2.9883,1/1/70,0,1303,1303,['t3_kr_knu_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
4154,/TOTEM_romanPots2_5/Run2015D-v1/RAW,T2_BE_IIHE,1.21262,1/1/70,0,390,390,['t2_be_iihe_local_users'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPOA
